samplename	workerid	workerrole
Naughton_a6	217	A
Naughton_a7	163	R/A
Naughton_a8	163	R/A
Naughton_a9	163	R/A
Nielsen_a1	164	R/A
Nielsen_a2	164	R/A
Novenko_a1	165	R/A
Novenko_a10	165	R/A
Novenko_a11	165	R/A
Novenko_a12	165	R/A
Novenko_a13	165	R/A
Novenko_a14	165	R/A
Novenko_a15	165	R/A
Novenko_a16	165	R/A
Novenko_a17	165	R/A
Novenko_a18	165	R/A
Novenko_a19	165	R/A
Novenko_a2	165	R/A
Novenko_a20	165	R/A
Novenko_a21	165	R/A
Novenko_a22	165	R/A
Novenko_a23	165	R/A
Novenko_a24	165	R/A
Novenko_a25	165	R/A
Novenko_a26	165	R/A
Novenko_a27	165	R/A
Novenko_a28	165	R/A
Novenko_a29	165	R/A
Novenko_a3	165	R/A
Novenko_a30	165	R/A
Novenko_a31	165	R/A
Novenko_a32	165	R/A
Novenko_a33	165	R/A
Novenko_a34	165	R/A
Novenko_a35	165	R/A
Novenko_a36	165	R/A
Novenko_a37	165	R/A
Novenko_a38	165	R/A
Novenko_a39	165	R/A
Novenko_a4	165	R/A
Novenko_a40	165	R/A
Novenko_a5	165	R/A
Novenko_a6	165	R/A
Novenko_a7	165	R/A
Novenko_a8	165	R/A
Novenko_a9	165	R/A
Novenko_b1	165	R/A
Novenko_b10	165	R/A
Novenko_b2	165	R/A
Novenko_b3	165	R/A
Novenko_b4	165	R/A
Novenko_b5	165	R/A
Novenko_b6	165	R/A
Novenko_b7	165	R/A
Novenko_b8	165	R/A
Novenko_b9	165	R/A
Odgaard_a1	166	R/A
Odgaard_a10	166	R/A
Odgaard_a11	166	R/A
Odgaard_a12	166	R/A
Odgaard_a13	166	R/A
Odgaard_a14	166	R/A
Odgaard_a15	166	R/A
Odgaard_a16	166	R/A
Odgaard_a2	166	R/A
Odgaard_a3	166	R/A
Odgaard_a4	166	R/A
Odgaard_a5	166	R/A
Odgaard_a6	166	R/A
Odgaard_a7	166	R/A
Odgaard_a8	166	R/A
Odgaard_a9	166	R/A
Ortu_a1	18	R/A
Ortu_a10	18	R/A
Ortu_a11	18	R/A
Ortu_a12	18	R/A
Ortu_a13	18	R/A
Ortu_a14	18	R/A
Ortu_a2	18	R/A
Ortu_a3	18	R/A
Ortu_a4	18	R/A
Ortu_a5	18	R/A
Ortu_a6	18	R/A
Ortu_a7	18	R/A
Ortu_a8	18	R/A
Ortu_a9	18	R/A
Ortu_b1	18	R/A
Ortu_b10	18	R/A
Ortu_b11	18	R/A
Ortu_b12	18	R/A
Ortu_b13	18	R/A
Ortu_b14	18	R/A
Ortu_b15	18	R/A
Ortu_b16	18	R/A
Ortu_b17	18	R/A
Ortu_b18	18	R/A
Ortu_b19	18	R/A
Ortu_b2	18	R/A
Ortu_b20	18	R/A
Ortu_b21	18	R/A
Ortu_b22	18	R/A
Ortu_b23	18	R/A
Ortu_b24	18	R/A
Ortu_b25	18	R/A
Ortu_b26	18	R/A
Ortu_b27	18	R/A
Ortu_b28	18	R/A
Ortu_b29	18	R/A
Ortu_b3	18	R/A
Ortu_b30	18	R/A
Ortu_b31	18	R/A
Ortu_b32	18	R/A
Ortu_b33	18	R/A
Ortu_b34	18	R/A
Ortu_b35	18	R/A
Ortu_b36	18	R/A
Ortu_b37	18	R/A
Ortu_b38	18	R/A
Ortu_b39	18	R/A
Ortu_b4	18	R/A
Ortu_b40	18	R/A
Ortu_b41	18	R/A
Ortu_b42	18	R/A
Ortu_b43	18	R/A
Ortu_b44	18	R/A
Ortu_b45	18	R/A
Ortu_b46	18	R/A
Ortu_b47	18	R/A
Ortu_b48	18	R/A
Ortu_b49	18	R/A
Ortu_b5	18	R/A
Ortu_b50	18	R/A
Ortu_b51	18	R/A
Ortu_b52	18	R/A
Ortu_b53	18	R/A
Ortu_b54	18	R/A
Ortu_b55	18	R/A
Ortu_b56	18	R/A
Ortu_b57	18	R/A
Ortu_b58	18	R/A
Ortu_b59	18	R/A
Ortu_b6	18	R/A
Ortu_b60	18	R/A
Ortu_b61	18	R/A
Ortu_b62	18	R/A
Ortu_b63	18	R/A
Ortu_b64	18	R/A
Ortu_b65	18	R/A
Ortu_b66	18	R/A
Ortu_b67	18	R/A
Ortu_b68	18	R/A
Ortu_b69	18	R/A
Ortu_b7	18	R/A
Ortu_b70	18	R/A
Ortu_b71	18	R/A
Ortu_b72	18	R/A
Ortu_b73	18	R/A
Ortu_b74	18	R/A
Ortu_b75	18	R/A
Ortu_b76	18	R/A
Ortu_b77	18	R/A
Ortu_b78	18	R/A
Ortu_b79	18	R/A
Ortu_b8	18	R/A
Ortu_b80	18	R/A
Ortu_b81	18	R/A
Ortu_b82	18	R/A
Ortu_b83	18	R/A
Ortu_b84	18	R/A
Ortu_b85	18	R/A
Ortu_b86	18	R/A
Ortu_b87	18	R/A
Ortu_b88	18	R/A
Ortu_b89	18	R/A
Ortu_b9	18	R/A
Ortu_b90	18	R/A
Ortu_b91	18	R/A
Ortu_b92	18	R/A
Ortu_b93	18	R/A
Ortu_b94	18	R/A
Ortu_b95	18	R/A
Ortu_b96	18	R/A
Ortu_b97	18	R/A
Ortu_b98	18	R/A
Ortu_b99	18	R/A
Ortu_c1	18	R
Ortu_c1	218	A
Ortu_c10	18	R
Ortu_c10	218	A
Ortu_c11	18	R
Ortu_c11	218	A
Ortu_c12	18	R
Ortu_c12	218	A
Ortu_c13	18	R
Ortu_c13	218	A
Ortu_c14	18	R
Ortu_c14	218	A
Ortu_c15	18	R
Ortu_c15	218	A
Ortu_c16	18	R
Ortu_c16	218	A
Ortu_c17	18	R
Ortu_c17	218	A
Ortu_c18	18	R
Ortu_c18	218	A
Ortu_c19	18	R
Ortu_c19	218	A
Ortu_c2	18	R
Ortu_c2	218	A
Ortu_c20	18	R
Ortu_c20	218	A
Ortu_c21	18	R
Ortu_c21	218	A
Ortu_c22	18	R
Ortu_c22	218	A
Ortu_c23	18	R
Ortu_c23	218	A
Ortu_c24	18	R
Ortu_c24	218	A
Ortu_c25	18	R
Ortu_c25	218	A
Ortu_c26	18	R
Ortu_c26	218	A
Ortu_c27	18	R
Ortu_c27	218	A
Ortu_c28	18	R
Ortu_c28	218	A
Ortu_c29	18	R
Ortu_c29	218	A
Ortu_c3	18	R
Ortu_c3	218	A
Ortu_c30	18	R
Ortu_c30	218	A
Ortu_c31	18	R
Ortu_c31	218	A
Ortu_c32	18	R
Ortu_c32	218	A
Ortu_c33	18	R
Ortu_c33	218	A
Ortu_c34	18	R
Ortu_c34	218	A
Ortu_c35	18	R
Ortu_c35	218	A
Ortu_c36	18	R
Ortu_c36	218	A
Ortu_c37	18	R
Ortu_c37	218	A
Ortu_c38	18	R
Ortu_c38	218	A
Ortu_c39	18	R
Ortu_c39	218	A
Ortu_c4	18	R
Ortu_c4	218	A
Ortu_c40	18	R
Ortu_c40	218	A
Ortu_c5	18	R
Ortu_c5	218	A
Ortu_c6	18	R
Ortu_c6	218	A
Ortu_c7	18	R
Ortu_c7	218	A
Ortu_c8	18	R
Ortu_c8	218	A
Ortu_c9	18	R
Ortu_c9	218	A
Ortu_d1	18	R
Ortu_d1	27	A
Ortu_d10	18	R
Ortu_d10	27	A
Ortu_d11	18	R
Ortu_d11	27	A
Ortu_d12	18	R
Ortu_d12	27	A
Ortu_d13	18	R
Ortu_d13	27	A
Ortu_d14	18	R
Ortu_d14	27	A
Ortu_d15	18	R
Ortu_d15	27	A
Ortu_d16	18	R
Ortu_d16	27	A
Ortu_d17	18	R
Ortu_d17	27	A
Ortu_d18	18	R
Ortu_d18	27	A
Ortu_d19	18	R
Ortu_d19	27	A
Ortu_d2	18	R
Ortu_d2	27	A
Ortu_d20	18	R
Ortu_d20	27	A
Ortu_d21	18	R
Ortu_d21	27	A
Ortu_d22	18	R
Ortu_d22	27	A
Ortu_d23	18	R
Ortu_d23	27	A
Ortu_d24	18	R
Ortu_d24	27	A
Ortu_d25	18	R
Ortu_d25	27	A
Ortu_d26	18	R
Ortu_d26	27	A
Ortu_d27	18	R
Ortu_d27	27	A
Ortu_d28	18	R
Ortu_d28	27	A
Ortu_d29	18	R
Ortu_d29	27	A
Ortu_d3	18	R
Ortu_d3	27	A
Ortu_d30	18	R
Ortu_d30	27	A
Ortu_d31	18	R
Ortu_d31	27	A
Ortu_d32	18	R
Ortu_d32	27	A
Ortu_d33	18	R
Ortu_d33	27	A
Ortu_d34	18	R
Ortu_d34	27	A
Ortu_d35	18	R
Ortu_d35	27	A
Ortu_d36	18	R
Ortu_d36	27	A
Ortu_d37	18	R
Ortu_d37	27	A
Ortu_d38	18	R
Ortu_d38	27	A
Ortu_d39	18	R
Ortu_d39	27	A
Ortu_d4	18	R
Ortu_d4	27	A
Ortu_d40	18	R
Ortu_d40	27	A
Ortu_d41	18	R
Ortu_d41	27	A
Ortu_d42	18	R
Ortu_d42	27	A
Ortu_d43	18	R
Ortu_d43	27	A
Ortu_d44	18	R
Ortu_d44	27	A
Ortu_d45	18	R
Ortu_d45	27	A
Ortu_d46	18	R
Ortu_d46	27	A
Ortu_d47	18	R
Ortu_d47	27	A
Ortu_d48	18	R
Ortu_d48	27	A
Ortu_d49	18	R
Ortu_d49	27	A
Ortu_d5	18	R
Ortu_d5	27	A
Ortu_d50	18	R
Ortu_d50	27	A
Ortu_d51	18	R
Ortu_d51	27	A
Ortu_d52	18	R
Ortu_d52	27	A
Ortu_d53	18	R
Ortu_d53	27	A
Ortu_d54	18	R
Ortu_d54	27	A
Ortu_d55	18	R
Ortu_d55	27	A
Ortu_d56	18	R
Ortu_d56	27	A
Ortu_d57	18	R
Ortu_d57	27	A
Ortu_d58	18	R
Ortu_d58	27	A
Ortu_d59	18	R
Ortu_d59	27	A
Ortu_d6	18	R
Ortu_d6	27	A
Ortu_d60	18	R
Ortu_d60	27	A
Ortu_d61	18	R
Ortu_d61	27	A
Ortu_d62	18	R
Ortu_d62	27	A
Ortu_d63	18	R
Ortu_d63	27	A
Ortu_d64	18	R
Ortu_d64	27	A
Ortu_d65	18	R
Ortu_d65	27	A
Ortu_d66	18	R
Ortu_d66	27	A
Ortu_d67	18	R
Ortu_d67	27	A
Ortu_d68	18	R
Ortu_d68	27	A
Ortu_d69	18	R
Ortu_d69	27	A
Ortu_d7	18	R
Ortu_d7	27	A
Ortu_d70	18	R
Ortu_d70	27	A
Ortu_d71	18	R
Ortu_d71	27	A
Ortu_d8	18	R
Ortu_d8	27	A
Ortu_d9	18	R
Ortu_d9	27	A
Overballe_a1	168	R/A
Pardoe_a1	169	R/A
Pardoe_a10	169	R/A
Pardoe_a11	169	R/A
Pardoe_a12	169	R/A
Pardoe_a13	169	R/A
Pardoe_a14	169	R/A
Pardoe_a15	169	R/A
Pardoe_a16	169	R/A
Pardoe_a17	169	R/A
Pardoe_a18	169	R/A
Pardoe_a19	169	R/A
Pardoe_a2	169	R/A
Pardoe_a20	169	R/A
Pardoe_a21	169	R/A
Pardoe_a22	169	R/A
Pardoe_a3	169	R/A
Pardoe_a4	169	R/A
Pardoe_a5	169	R/A
Pardoe_a6	169	R/A
Pardoe_a7	169	R/A
Pardoe_a8	169	R/A
Pardoe_a9	169	R/A
Pardoe_b1	169	R/A
Pardoe_b10	169	R/A
Pardoe_b11	169	R/A
Pardoe_b12	169	R/A
Pardoe_b13	169	R/A
Pardoe_b14	169	R/A
Pardoe_b15	169	R/A
Pardoe_b16	169	R/A
Pardoe_b17	169	R/A
Pardoe_b18	169	R/A
Pardoe_b19	169	R/A
Pardoe_b2	169	R/A
Pardoe_b20	169	R/A
Pardoe_b21	169	R/A
Pardoe_b22	169	R/A
Pardoe_b23	169	R/A
Pardoe_b24	169	R/A
Pardoe_b25	169	R/A
Pardoe_b26	169	R/A
Pardoe_b27	169	R/A
Pardoe_b28	169	R/A
Pardoe_b29	169	R/A
Pardoe_b3	169	R/A
Pardoe_b30	169	R/A
Pardoe_b31	169	R/A
Pardoe_b32	169	R/A
Pardoe_b33	169	R/A
Pardoe_b34	169	R/A
Pardoe_b35	169	R/A
Pardoe_b36	169	R/A
Pardoe_b37	169	R/A
Pardoe_b38	169	R/A
Pardoe_b39	169	R/A
Pardoe_b4	169	R/A
Pardoe_b5	169	R/A
Pardoe_b6	169	R/A
Pardoe_b7	169	R/A
Pardoe_b8	169	R/A
Pardoe_b9	169	R/A
Pidek_a1	170	R/A
Pidek_a10	170	R/A
Pidek_a11	170	R/A
Pidek_a12	170	R/A
Pidek_a13	170	R/A
Pidek_a14	170	R/A
Pidek_a15	170	R/A
Pidek_a16	170	R/A
Pidek_a17	170	R/A
Pidek_a18	170	R/A
Pidek_a19	170	R/A
Pidek_a2	170	R/A
Pidek_a20	170	R/A
Pidek_a3	170	R/A
Pidek_a4	170	R/A
Pidek_a5	170	R/A
Pidek_a6	170	R/A
Pidek_a7	170	R/A
Pidek_a8	170	R/A
Pidek_a9	170	R/A
Sadori_a1	171	R
Sadori_a1	220	A
Sadori_a2	171	R
Sadori_a2	220	A
Sadori_a3	171	R
Sadori_a3	220	A
Sadori_b1	171	R/A
Sadori_b2	171	R/A
Sadori_c1	171	R/A
Sadori_d1	171	R
Sadori_d1	221	A
Sadori_d2	171	R
Sadori_d2	221	A
Sadori_d3	171	R
Sadori_d3	221	A
Sadori_d4	171	R
Sadori_d4	221	A
Sadori_d5	171	R
Sadori_d5	221	A
Sadori_d6	171	R
Sadori_d6	221	A
Sadori_d7	171	R
Sadori_d7	221	A
Sadori_d8	171	R
Sadori_d8	221	A
Sadori_d9	171	R
Sadori_d9	221	A
Sadori_e1	171	R
Sadori_e1	220	A
Sadori_e10	171	R
Sadori_e10	220	A
Sadori_e11	171	R
Sadori_e11	220	A
Sadori_e12	171	R
Sadori_e12	220	A
Sadori_e2	171	R
Sadori_e2	220	A
Sadori_e3	171	R
Sadori_e3	220	A
Sadori_e4	171	R
Sadori_e4	220	A
Sadori_e5	171	R
Sadori_e5	220	A
Sadori_e6	171	R
Sadori_e6	220	A
Sadori_e7	171	R
Sadori_e7	220	A
Sadori_e8	171	R
Sadori_e8	220	A
Sadori_e9	171	R
Sadori_e9	220	A
Sadori_f1	171	R
Sadori_f1	220	A
Sadori_g1	171	R
Sadori_g1	221	A
Sadori_g2	171	R
Sadori_g2	221	A
Sadori_g3	171	R
Sadori_g3	221	A
Sadori_g4	171	R
Sadori_g4	221	A
Sadori_g5	171	R
Sadori_g5	221	A
Sadori_g6	171	R
Sadori_g6	221	A
Sadori_h1	171	R
Sadori_h1	221	A
Sadori_h2	171	R
Sadori_h2	221	A
Sadori_h3	171	R
Sadori_h3	221	A
Sadori_h4	171	R
Sadori_h4	221	A
Sadori_h5	171	R
Sadori_h5	221	A
Seppa_b1	119	R/A
Seppa_b10	119	R/A
Seppa_b100	119	R/A
Seppa_b101	119	R/A
Seppa_b102	119	R/A
Seppa_b103	119	R/A
Seppa_b104	119	R/A
Seppa_b105	119	R/A
Seppa_b106	119	R/A
Seppa_b107	119	R/A
Seppa_b108	119	R/A
Seppa_b109	119	R/A
Seppa_b11	119	R/A
Seppa_b110	119	R/A
Seppa_b111	119	R/A
Seppa_b112	119	R/A
Seppa_b113	119	R/A
Seppa_b114	119	R/A
Seppa_b115	119	R/A
Seppa_b116	119	R/A
Seppa_b117	119	R/A
Seppa_b118	119	R/A
Seppa_b119	119	R/A
Seppa_b12	119	R/A
Seppa_b120	119	R/A
Seppa_b121	119	R/A
Seppa_b122	119	R/A
Seppa_b123	119	R/A
Seppa_b124	119	R/A
Seppa_b125	119	R/A
Seppa_b126	119	R/A
Seppa_b127	119	R/A
Seppa_b128	119	R/A
Seppa_b129	119	R/A
Seppa_b13	119	R/A
Seppa_b130	119	R/A
Seppa_b131	119	R/A
Seppa_b132	119	R/A
Seppa_b133	119	R/A
Seppa_b134	119	R/A
Seppa_b135	119	R/A
Seppa_b136	119	R/A
Seppa_b137	119	R/A
Seppa_b138	119	R/A
Seppa_b139	119	R/A
Seppa_b14	119	R/A
Seppa_b140	119	R/A
Seppa_b141	119	R/A
Seppa_b142	119	R/A
Seppa_b143	119	R/A
Seppa_b144	119	R/A
Seppa_b145	119	R/A
Seppa_b146	119	R/A
Seppa_b147	119	R/A
Seppa_b148	119	R/A
Seppa_b149	119	R/A
Seppa_b15	119	R/A
Seppa_b150	119	R/A
Seppa_b151	119	R/A
Seppa_b152	119	R/A
Seppa_b153	119	R/A
Seppa_b154	119	R/A
Seppa_b155	119	R/A
Seppa_b156	119	R/A
Seppa_b157	119	R/A
Seppa_b158	119	R/A
Seppa_b159	119	R/A
Seppa_b16	119	R/A
Seppa_b160	119	R/A
Seppa_b161	119	R/A
Seppa_b162	119	R/A
Seppa_b163	119	R/A
Seppa_b164	119	R/A
Seppa_b165	119	R/A
Seppa_b166	119	R/A
Seppa_b167	119	R/A
Seppa_b168	119	R/A
Seppa_b169	119	R/A
Seppa_b17	119	R/A
Seppa_b170	119	R/A
Seppa_b171	119	R/A
Seppa_b172	119	R/A
Seppa_b173	119	R/A
Seppa_b18	119	R/A
Seppa_b19	119	R/A
Seppa_b2	119	R/A
Seppa_b20	119	R/A
Seppa_b21	119	R/A
Seppa_b22	119	R/A
Seppa_b23	119	R/A
Seppa_b24	119	R/A
Seppa_b25	119	R/A
Seppa_b26	119	R/A
Seppa_b27	119	R/A
Seppa_b28	119	R/A
Seppa_b29	119	R/A
Seppa_b3	119	R/A
Seppa_b30	119	R/A
Seppa_b31	119	R/A
Seppa_b32	119	R/A
Seppa_b33	119	R/A
Seppa_b34	119	R/A
Seppa_b35	119	R/A
Seppa_b36	119	R/A
Seppa_b37	119	R/A
Seppa_b38	119	R/A
Seppa_b39	119	R/A
Seppa_b4	119	R/A
Seppa_b40	119	R/A
Seppa_b41	119	R/A
Seppa_b42	119	R/A
Seppa_b43	119	R/A
Seppa_b44	119	R/A
Seppa_b45	119	R/A
Seppa_b46	119	R/A
Seppa_b47	119	R/A
Seppa_b48	119	R/A
Seppa_b49	119	R/A
Seppa_b5	119	R/A
Seppa_b50	119	R/A
Seppa_b51	119	R/A
Seppa_b52	119	R/A
Seppa_b53	119	R/A
Seppa_b54	119	R/A
Seppa_b55	119	R/A
Seppa_b56	119	R/A
Seppa_b57	119	R/A
Seppa_b58	119	R/A
Seppa_b59	119	R/A
Seppa_b6	119	R/A
Seppa_b60	119	R/A
Seppa_b61	119	R/A
Seppa_b62	119	R/A
Seppa_b63	119	R/A
Seppa_b64	119	R/A
Seppa_b65	119	R/A
Seppa_b66	119	R/A
Seppa_b67	119	R/A
Seppa_b68	119	R/A
Seppa_b69	119	R/A
Seppa_b7	119	R/A
Seppa_b70	119	R/A
Seppa_b71	119	R/A
Seppa_b72	119	R/A
Seppa_b73	119	R/A
Seppa_b74	119	R/A
Seppa_b75	119	R/A
Seppa_b76	119	R/A
Seppa_b77	119	R/A
Seppa_b78	119	R/A
Seppa_b79	119	R/A
Seppa_b8	119	R/A
Seppa_b80	119	R/A
Seppa_b81	119	R/A
Seppa_b82	119	R/A
Seppa_b83	119	R/A
Seppa_b84	119	R/A
Seppa_b85	119	R/A
Seppa_b86	119	R/A
Seppa_b87	119	R/A
Seppa_b88	119	R/A
Seppa_b89	119	R/A
Seppa_b9	119	R/A
Seppa_b90	119	R/A
Seppa_b91	119	R/A
Seppa_b92	119	R/A
Seppa_b93	119	R/A
Seppa_b94	119	R/A
Seppa_b95	119	R/A
Seppa_b96	119	R/A
Seppa_b97	119	R/A
Seppa_b98	119	R/A
Seppa_b99	119	R/A
Seppa_c1	119	R/A
Seppa_d1	119	R/A
Seppa_e1	119	R/A
Seppa_f1	119	R/A
Seppa_g1	119	R/A
Seppa_h1	119	R/A
Seppa_i1	119	R/A
Seppa_j1	119	R/A
Seppa_k1	119	R/A
Seppa_l1	119	R/A
Seppa_m1	119	R/A
Seppa_n1	119	R/A
Seppa_o1	119	R/A
Seppa_p1	119	R/A
Seppa_q1	119	R/A
Seppa_r1	119	R/A
Seppa_s1	119	R/A
Seppa_t1	119	R/A
Seppa_u1	119	R/A
Seppa_v1	119	R/A
Seppa_v10	119	R/A
Seppa_v11	119	R/A
Seppa_v12	119	R/A
Seppa_v13	119	R/A
Seppa_v14	119	R/A
Seppa_v15	119	R/A
Seppa_v16	119	R/A
Seppa_v17	119	R/A
Seppa_v18	119	R/A
Seppa_v19	119	R/A
Seppa_v2	119	R/A
Seppa_v20	119	R/A
Seppa_v21	119	R/A
Seppa_v22	119	R/A
Seppa_v23	119	R/A
Seppa_v24	119	R/A
Seppa_v3	119	R/A
Seppa_v4	119	R/A
Seppa_v5	119	R/A
Seppa_v6	119	R/A
Seppa_v7	119	R/A
Seppa_v8	119	R/A
Seppa_v9	119	R/A
Severova_a1	172	R/A
Severova_a1	222	A
Severova_a2	172	R/A
Severova_a2	222	A
Severova_a3	172	R/A
Severova_a3	222	A
Severova_a4	172	R/A
Severova_a4	222	A
Severova_a5	172	R/A
Severova_a5	222	A
Severova_b1	172	R/A
Severova_b1	222	A
Shaw_a1	173	R/A
Shaw_b1	173	R/A
Shaw_c1	173	R/A
Shaw_d1	173	R/A
Swieta_a1	174	R/A
Swieta_a2	174	R/A
Swieta_a3	174	R/A
Swieta_b1	174	R/A
Swieta_b2	174	R/A
Swieta_b3	174	R/A
Swieta_c1	174	R/A
Swieta_c2	174	R/A
Swieta_c3	174	R/A
Swieta_d1	174	R/A
Swieta_d2	174	R/A
Swieta_d3	174	R/A
Swieta_e1	174	R/A
Swieta_e2	174	R/A
Swieta_e3	174	R/A
Swieta_f1	174	R/A
Swieta_f2	174	R/A
Swieta_f3	174	R/A
Swieta_g1	174	R/A
Swieta_g2	174	R/A
Swieta_g3	174	R/A
Swieta_h1	174	R/A
Swieta_h2	174	R/A
Swieta_h3	174	R/A
Swieta_i1	174	R
Swieta_i1	223	A
Swieta_i2	174	R/A
Swieta_i3	174	R/A
Swieta_i4	174	R
Swieta_i4	223	A
Swieta_i5	174	R/A
Swieta_i6	174	R
Swieta_i6	223	A
Swieta_i7	174	R/A
Swieta_i8	174	R
Swieta_i8	223	A
Theuerkauf_a1	175	R
Theuerkauf_a1	224	A
Theuerkauf_a10	175	R
Theuerkauf_a10	224	A
Theuerkauf_a11	175	R
Theuerkauf_a11	225	A
Theuerkauf_a12	175	R
Theuerkauf_a12	224	A
Theuerkauf_a13	175	R/A
Theuerkauf_a14	175	R/A
Theuerkauf_a15	175	R
Theuerkauf_a15	226	A
Theuerkauf_a16	175	R
Theuerkauf_a16	224	A
Theuerkauf_a17	175	R
Theuerkauf_a17	226	A
Theuerkauf_a18	175	R
Theuerkauf_a18	224	A
Theuerkauf_a19	175	R
Theuerkauf_a19	224	A
Theuerkauf_a2	175	R/A
Theuerkauf_a20	175	R
Theuerkauf_a20	224	A
Theuerkauf_a21	175	R
Theuerkauf_a21	224	A
Theuerkauf_a22	175	R
Theuerkauf_a22	224	A
Theuerkauf_a23	175	R
Theuerkauf_a23	224	A
Theuerkauf_a24	175	R
Theuerkauf_a24	224	A
Theuerkauf_a25	175	R
Theuerkauf_a25	224	A
Theuerkauf_a26	175	R
Theuerkauf_a26	224	A
Theuerkauf_a27	175	R
Theuerkauf_a27	224	A
Theuerkauf_a28	175	R/A
Theuerkauf_a29	175	R/A
Theuerkauf_a3	175	R
Theuerkauf_a3	226	A
Theuerkauf_a30	175	R
Theuerkauf_a30	226	A
Theuerkauf_a31	175	R/A
Theuerkauf_a32	175	R/A
Theuerkauf_a33	175	R/A
Theuerkauf_a34	175	R/A
Theuerkauf_a35	175	R
Theuerkauf_a35	226	A
Theuerkauf_a36	175	R
Theuerkauf_a36	226	A
Theuerkauf_a37	175	R
Theuerkauf_a37	224	A
Theuerkauf_a38	175	R
Theuerkauf_a38	226	A
Theuerkauf_a39	175	R/A
Theuerkauf_a4	175	R/A
Theuerkauf_a40	175	R
Theuerkauf_a40	226	A
Theuerkauf_a41	175	R/A
Theuerkauf_a42	175	R
Theuerkauf_a42	226	A
Theuerkauf_a43	175	R/A
Theuerkauf_a44	175	R
Theuerkauf_a44	226	A
Theuerkauf_a45	175	R
Theuerkauf_a45	226	A
Theuerkauf_a46	175	R
Theuerkauf_a46	226	A
Theuerkauf_a47	175	R
Theuerkauf_a47	226	A
Theuerkauf_a48	175	R/A
Theuerkauf_a5	175	R
Theuerkauf_a5	226	A
Theuerkauf_a6	175	R
Theuerkauf_a6	226	A
Theuerkauf_a7	175	R
Theuerkauf_a7	226	A
Theuerkauf_a8	175	R/A
Theuerkauf_a9	175	R/A
Tonkov_a1	20	R
Tonkov_a1	227	A/I
Tonkov_b1	20	R
Tonkov_b1	227	A/I
Tonkov_c1	20	R
Tonkov_c1	227	A/I
Tonkov_d1	20	R
Tonkov_d1	227	A/I
Tonkov_e1	20	R
Tonkov_e1	227	A/I
Tonkov_f1	20	R
Tonkov_f1	227	A/I
Tonkov_g1	20	R
Tonkov_g1	227	A/I
Tonkov_h1	20	R
Tonkov_h1	227	A/I
Tonkov_i1	20	R
Tonkov_i1	227	A/I
Tonkov_j1	20	R
Tonkov_j1	227	A/I
Tonkov_k1	20	R
Tonkov_k1	227	A/I
Tonkov_l1	20	R
Tonkov_l1	227	A/I
Tonkov_m1	20	R
Tonkov_m1	227	A/I
Tonkov_n1	20	R
Tonkov_n1	227	A/I
Tonkov_o1	20	R
Tonkov_o1	227	A/I
Tonkov_p1	20	R
Tonkov_p1	227	A/I
Tonkov_q1	20	R
Tonkov_q1	227	A/I
EPDcoretop_E1391	161	
EPDcoretop_E1394	231	
EPDcoretop_E1394	233	
EPDcoretop_E1395	232	
EPDcoretop_E1398	233	
EPDcoretop_E1398	302	
EPDcoretop_E1403	124	
EPDcoretop_E1403	237	
EPDcoretop_E1404	234	
EPDcoretop_E1406	235	
EPDcoretop_E1407	236	
EPDcoretop_E1410	237	
EPDcoretop_E1411	238	
EPDcoretop_E1412	238	
EPDcoretop_E1418	237	
EPDcoretop_E1420	237	
EPDcoretop_E1421	237	
EPDcoretop_E1422	236	
EPDcoretop_E1426	239	
EPDcoretop_E1429	239	
EPDcoretop_E1430	239	
EPDcoretop_E1432	239	
EPDcoretop_E1440	20	
EPDcoretop_E1447	240	
EPDcoretop_E1449	241	
EPDcoretop_E1449	255	
EPDcoretop_E1458	233	
EPDcoretop_E1459	233	
EPDcoretop_E1459	303	
EPDcoretop_E1463	242	
EPDcoretop_E1467	232	
EPDcoretop_E1476	233	
EPDcoretop_E1478	232	
EPDcoretop_E1483	21	
EPDcoretop_E1487	243	
EPDcoretop_E1489	243	
EPDcoretop_E1491	243	
EPDcoretop_E1495	244	
EPDcoretop_E1500	245	
EPDcoretop_E1508	232	
EPDcoretop_E1509	151	
EPDcoretop_E1510	247	
EPDcoretop_E1511	247	
EPDcoretop_E1512	248	
EPDcoretop_E1523	247	
EPDcoretop_E1524	247	
EPDcoretop_E1525	247	
EPDcoretop_E1525	304	
EPDcoretop_E1528	247	
EPDcoretop_E1534	247	
EPDcoretop_E1538	247	
EPDcoretop_E1538	305	
EPDcoretop_E1543	247	
EPDcoretop_E1545	247	
EPDcoretop_E1545	305	
EPDcoretop_E1547	151	
EPDcoretop_E1548	249	
EPDcoretop_E1549	250	
EPDcoretop_E1550	250	
EPDcoretop_E1551	247	
EPDcoretop_E1552	72	
EPDcoretop_E1560	21	
EPDcoretop_E1560	306	
EPDcoretop_E1561	21	
EPDcoretop_E1561	306	
EPDcoretop_E1562	21	
EPDcoretop_E1562	306	
EPDcoretop_E1565	21	
EPDcoretop_E1565	307	
EPDcoretop_E1568	21	
EPDcoretop_E1578	232	
EPDcoretop_E1579	232	
EPDcoretop_E1580	251	
EPDcoretop_E1581	249	
EPDcoretop_E1583	247	
EPDcoretop_E1586	252	
EPDcoretop_E1589	72	
EPDcoretop_E1590	249	
